,comment,Label
335,The rating could have been better if they didn't use terminal 2 in Lisbon which looks and feels like a slaughterhouse and where passengers are made to endure accordingly. Fellow passengers also didn't make the trip any easier. I was just so desperate to get out of that airplane.,negative
336,"I had to buy 2 more tickets to get back to Ireland. I missed the first flight due to all trains from Victoria being stopped due to a poor soul who jumped in front of a train. EasyJet's policy is you lose the ticket and are required to buy a new ticket. Fine, I did that at the cost of 85 pounds. When I arrived at the gate for the second flight I realized I left my purse at security. The two gate agents would not call security and they would not give me the number for security. Hence I missed another flight at this point it became a comedy show due to the incompetence of EasyJet personnel, this was from the manager to a supervisor to customer service people who are clueless. Long story short me along with another couple who missed the flight because they were held in security needed to buy another ticket. This cost 110 pounds because they failed to inform us that if you don’t buy the ticket with more than two hours prior to the flight you have to pay their exorbitant fee of 110 versus 85. Then it took a manager and two supervisors 30 minutes to print my boarding pass. The incompetence of EasyJet personnel is laughable.",negative
337," Another excellent flight with Easyjet. Airport was busy but all went smoothly with no delays. Paperwork checked at the gate by very helpful and pleasant gate staff. Flight was full and departed on schedule and landed early in Alicante. First class service provided onboard by the cabin crew, very helpful and professional. Aircraft was clean and the cabin crew made regular announcements regarding face masks onboard. Arrivals in Alicante was great as no waiting about and all the E-gates in use. All relevant information like boarding gate and luggage belt was provided on the easyjet app which is useful.",positive
338,"Easyjet cancelled my return trip only 10 minutes after I landed in Milan without any explanation. Most probably they wanted to make sure to get the money of the first flight for then provide a lower compensation. I tried to book the return ticket with another airline but prices were astronomic, therefore my only option was choose the return flight provided by easyjet (for free) and shorten my holidays of over 1 day. It was a long weekend so it meant literarily spending half of the time expected. It was not because they cancelled the flight, but simply because of the very short notification that made impossible for me to find other suitable options for my needs. Greedy and unprofessional. Very upsetting!",negative
339,"This is the worst airline we ever flew with. First flight was 1 hour late without any notification so we were standing for 1 hour and waiting with no explanation at all. The second flight was cancelled 30 mins before departure, it was complete chaos as we had to stay overnight in Italy as they scheduled the replacement flight to be at 7am which meant we had to be in the airport at 5am, this was very inconvenient for us for many obvious reasons. They did cover the hotel expense but frankly the reason we are not happy is because the airline lied about the weather conditions being bad so that we would not be eligible for any kind of flight refund other than overnight hotel stay. How do we know they lied? Simple, other airlines kept flying and the weather in Milan was quite ok, not rainy or windy. Other reasons we were unhappy? We checked in our bag before departure and since the flight was cancelled we had no information whatsoever about where we can get our bag back , in addition to the fact that we didn't have any other information on what to do already 10 pm in a city where we never been before. They only told us to find a hotel and they will refund for which we had to search all over the airport and wait for such a long time to get this information.",negative
340,"This morning 26th September I flew BRS to GIB. The staff at check in were most kind, patient and courteous. A special mention, for Rosie who was a credit to the airline helping an older lady through the regulation and rigours of check in. I fly to Gibraltar several times a year and will continue to do so with Easyjet.",positive
342,"The staff at the check-in was rude. As a couple, we were carrying one small cabin luggage that was the appropriate size for the aircraft as outlined on the company‘s website. The check-in staff started a discussion and insisted that we pay additional 29€ for the suitcase. Not only was she rude in the way she conveyed it, she involved other staff to apply even more pressure. In the end we paid, as the staff started threatening us to not let us on board. The general perception of easyjet has never been good.  I usually stay away from writing any reviews, however easyJet staff is rude and renders a bad experience. Luckily, I am not dependent on using easyjet, which is why I will not book another flight with you.",negative
343,"Upon arrival at the gate in Crete, they charged €29 for a handbag trolley although it's the size approved on their website. Many of the passengers protested, but they were threatening that they would just leave without us, we were forced to pay for 6 persons €174. Funny thing is that when you paid you could take you trolley on board! Never again flying with this airline.",negative
347,"On Friday 13th August at roughly 20.00hrs our flight from Gibraltar to Gatwick was cancelled due to fog. After waiting another hour in the departure lounge, we were informed ‘Easyjet have been unable to find an alternative route or accommodation for the night. Please leave the airport by Gate number 5 and arrange your own accommodation’. After a frantic search online it did appear that all the hotels in Gibraltar were full. We were able to make contact with the host of the AirBNB that we had been staying at for the previous three nights and although his AirBNB was full, he made space for us in another property and charged us £160 for the emergency one nights stay. We took a taxi to his place and stayed the night. During the night we received an email from EasyJet informing us that our flight would take place at 18.00 the following day, 14th August. We therefore had to spend another whole day in Gibraltar. Obviously, we needed to eat and drink for our additional time there. At the end of this extra day, we took another taxi back to Gibraltar airport and thankfully our next flight left on time. A few days later we submitted an expenses claim to Easyjet for 2 x taxi transfers, 1 night’s accommodation and for meals and drinks during the day we were delayed. Easyjet have agreed to pay for one of our taxi journeys only! They have stated – the second taxi expense did not show a ‘route’ on the receipt so they will not pay. The food and drinks receipts we submitted were not itemised so they will not pay. The accommodation receipt did not have a date stamp on it (even though it was dated the 14th August the day after we should have gone home) so they will not pay. Easyjet flight cancellation actually cost us £289.00 and they have agreed to reimburse us £20! Not only did they treat us like animals and leave us stranded at Gibraltar airport with nowhere to stay, but when we claimed our valid expenses they have done everything in their power to wriggle out of paying. Next time I fly to Gibraltar I will 100% travel with British Airways.",negative
348,"There was no direct flight options on a daily basis to our destination and unfortunately easyJet was our only option. Knowing that we will have to pay for the baggage! After paying for the baggage, they charged us again for the carry on bags that are always allowed in the cabin (mine at least been to 100 flights at least). This didn’t make any sense, we paid 70 euro for the ticket but ended up paying 90 euro for the baggage (60 for the actual luggage and 30 for the carry on) I never check in my carry on cause of the valuable stuff such as laptop and jewellery. Worst customer service ever. Never flying with easyJet.",negative
349,"I was supposed to return to London via EasyJet and I was denied boarding due to a PCR test. Although I had checked twice since booking the ticket in June. The requirements changed again so fully vaccinated passengers required a PCR to enter the UK. However, the government requirements also stated that if passengers were fully vaccinated but did not have a PCR test they could enter the UK but would be subject to a £500 fine. The option of a fine was never given to me. When I asked for the customer service representatives name she refused. When I asked to speak with a manager she refused. I have never seen an airline which lacked so much accountability or with lower customer service levels. If you choose to travel with Easyjet and you run into trouble you are on your own.",negative
353,Overall my flight with TUI was great. Captain and crew were very informative and friendly and had a comfortable flight to Gran Canaria. I sat on seat 17a which I picked and the seat was reasonably comfortable for a 4 hour flight and this flight was meant to be on 737-800 and for a picky person into aviation this was a huge bonus as we were given TVs. Food and drink was offered however I got myself a Burger King prior to the flight however I did get a Diet Coke on the flight - forgot the price. We landed in quite hard and my favourite bit - the airport. Getting through the first part of immigration was fast and easy but when we had to joint the vaccination/covid test line which had 2 desks and 4 flights that was terrible. Then the baggage we had to wait almost 2 hours for due to a mix up made us even more tired and stressed. Anyway the general flight was great and I praise TUI and their crew.,positive
354,This was my 4th time with TUI! This flight was probably my best flight with them as the crew were absolutely great and we were on a 787-9 Dreamliner on a 3.45 minute flight. My only issue was boarding took ages and were using 1 bus but that’s not TUIs problem. We landed 1 hour late but that was fine with me. Baggage at Birmingham took 45 mins which is not very good- Overall a great experience.,positive
356,"On our flight no. TB181 from Brussels to Punta Cana on 15/08/2021, we sat in the Deluxe section and while the flight crew was very nice, a lot of passengers either weren’t wearing any masks at all and only had them hanging from their chins, or some just had them on to cover their mouths but not their noses. On such a long flight, I expected to see everyone wearing their masks correctly (except for eating & drinking, but people were not wearing their masks (correctly) for hours). The flight crew didn’t say anything, only when I asked them directly they managed to ask a woman in front of us to put on her mask. She did, but as soon as the flight attendant was gone, she made an obscene gesture towards a sign that told the passengers to wear masks and proceeded to free her nose. When we in process of landing, one of the flight attendants was standing directly in front of us, next to us was a man that didn’t wear any mask at all and loudly talked to his neighbour in the middle row. Both didn’t wear their masks, but the flight attendant didn’t say anything at all. I am very disappointed with the crew and especially with TUI fly for not enforcing basic hygiene rules despite the Covid-19 pandemic still going on. I will not be flying with Tui again despite having flown with them for years and I regret already having booked the return flight to Brussels because this shows the company doesn’t care for their passengers’ safety at all. To be truthful, I was horrified at how little the crew seemed to care - they were busy chatting next to the kitchen while half the plane was sitting without masks.",negative
357,"After several times contacting the customer services of this company, I am still waiting for an answer about why I didn't get the email cancellation before arriving at the airport, it cost me more than £150 to get the refund of my tickets. All the times I tried to contact customer services by phone (by email was impossible as they never send emails back), they hung up the phone without any reason. I can say that this company is the worst I ever seen, they are unprofessional and irresponsible.",negative
358,"This was our first time flying with TUI airways (UK) and we were surprised by the standard of service offered in this restricted time with the corvid restrictions. The boarding at Gatwick was done in a corvid safe manner and the cabin crew explained that a face mask had to be worn for the duration of the flight and whist in the arrival airport in Corfu. The Cabin Services Manager explained that due to Corvid there movement in the cabin was to be kept to a minimum and there would only be the 2 rear toilets in customer use and teh=at there was only t be a maximum of 4 passengers standing at any one time, also the there would only be one cabin service of food and drinks. We were given regular updates form the cockpit which were clear and friendly. The pilots pointed out places of interest on the route down to Corfu. Arrival at Corfu and deplaning was well organised and the Cabin Crew controlled the exit of the aircraft onto the waiting coaches. The flight back to Gatwick was an evening flight and again the Cabin Service manager explained that there were only 2 rear toilets for customer use and there would only be one drinks service. However, there was a tax free trolley has well on this flight has the banned had been lifted. Again, we had informative updates from the cockpit and were als able to follow the route on the drop down TV cabin Screens. On landing into Gatwick the exiting was well controlled by rows and seemed to be well practiced by the crew.. The onboard menu is very similar to other offered and is very reasonable in price and the food and drinks purchased was very good value for money. We did pay the extra for an extra legroom seat which was a good investment and there was plenty of legroom. Yes we would fly TUI airlines again and found the product to be excellent value for money.",positive
359,"When you book the flights on TUI website, it takes your seat upgrade money before it shows you what seats are available and what extra space you get for your money, which is wrong! After booking and paying, it said we only get extra 2 inches legroom for (£78 for 2 people). When I changed it, I was then charged a £40 amendment fee. I was basically charged £84 just to choose a standard seat, when Easyjet would be £16. The selfish TUI airline staff also shut the front aircraft toilets to public and kept it to themselves, and all people on aircraft had to use rear toilets. When I complained to TUI about people queueing in aisle and standing over me, I was lied to and told all airline companies have done the same during Covid 19 pandemic, which is a lie as Easyjet kept all toilets open to public on flight in same week. When I complained to TUI their response was the most unsympathetic, unapologetic customer service response I have every received. I will never book a holiday or fly with TUI again.",negative
360,"Gatwick to Enfidha. We were denied check as we were 4 minutes late this morning and have now been told we will lose our package holiday. This is absurd we were late by 4 minutes only, plenty time to clear customs and board, minutes late and this is how we have been treated. Told to deal with it with your insurance company.",negative
361," Due to Storm Ciara our flight was delayed by several hours and then we flew to East Midlands airport with onward coaches arranged to Gatwick. The Captain, came into the cabin many times to keep us updated at every stage and to answer any questions. He also offered trips/pics in the cockpit. The crew were great too. Nothing was too much trouble. We would like to pass on our appreciation for the great communication during a difficult time.",positive
365,"Booked a holiday to Kos on a Boeing 787 with TUI. ended up saying it was switched to Norwegian which is fine but then a month before booking was told we would be on one of three other airlines which eventually was Smartlynx. The Smartlynx plane we were flown on was plain white, 25 years old and cramped more than ive ever experienced. The table when down literally gave you no space at all, I cant image what its like for taller/ larger people. I appreciate there can be some changes to the plane (as per T&C's!!) but to move us from a new bigger aeroplane when we also had extra legroom to help with two young children to a small old cramped plane is unacceptable. They just don't compare. I wont book with them again as you cant rely on them to just change what you booked and not even a fair like for like change!",negative
366,"Stansted to Tenerife. TUI has the worst customer service. We flew with them in July and our flight was delayed over 24 hours - we were never given an explanation and no one in Tui seemed to know what was going on - it was totally chaotic. We lost a days holiday and have tried to contact them to complain but it is impossible to get hold of them! We have phoned, emailed, even emailed the Chief Exec - nothing! We will keep going but seriously don’t fly with them they are rubbish.",negative
367,"Operated for TUI by Olympus, this was one of the shabbiest aircraft's I’ve ever flown on. The interior looked like it needed a good scrub, my seat cushion and that of my husband next to me kept coming away and the armrest to the left of my seat was missing making it very uncomfortable (the visible metal to which it should have attached had been covered with a bit of silver tape). One of toilets also had no water in the taps. We paid for and got extra legroom next to the emergency exit but the seats didn’t recline and were so thinly padded they were uncomfortable. As the flight wasn’t full some others were moved to similar seats across the aisle but cabin crew failed to explain to them(as they did to us) what to do in the unlikely event of needing to evacuate via that exit (surely a breach of safety regulations). The jump seat in front of us was filthy and what looked like old tissues fell out when the crew member opened it. The Olympus crew were reasonably friendly and smart unlike the Tui staff who were completely offhand, surly and seemed only interested in selling. They certainly didn’t understand customer experience. Definitely not recommended.",negative
368,"Manchester to Tenerife South. From check in to arrival at the destination, everything about this flight was awful. The staff at Manchester airport check in were unfriendly and gave the impression they were doing you a favour being there at all. The cabin crew spent the first 20 minutes having a gossip with each other and sharing drinks. They were surly and scruffy (one cabin crew member had a skirt with the hem coming undone) and were only interested in selling, food, drinks and scratch cards. There was nothing resembling customer service. We paid for extra legroom seats which offered no extra legroom at all because the aircraft type was changed before departure. We didn’t buy the on board food but those nearby who did ended up with something resembling a dish sicked up by a dog. This is truly the worst airline I have flown with and definitely won’t be repeating the experience",negative
369,Cardiff to Palma. Had to pay extra £50 to sit next to relative which wasn't explained during booking. Flight delayed. Put on ASL Airline not TUI. Got diverted to Toulouse. TUI unable to get fuel there as no contract to do so. This led to further delay. All in all the experience was awful. I would not recommend TUI.,negative
372,"Thessaloniki to Birmingham. I had the worst customer experience with TUI services. I made the mistake to book a flight with them and they do not offer a check in online service (they advertise they do but their app, web page, customer support service is completely useless). I tried several times to contact them and complete my check in but no one was willing to help or even explain. Finally I arrived at the airport approximately 2 hours before my flight but I was not allowed to check in, although I didn't have any check in bags and my flight was delayed. As I result I missed my flight and I faced rudeness and sarcasm from TUI staff. Don't waste money or time to them.",negative
373," Dublin to Kos. For the first time in my life I met such dirty plane. It's not that it has not been cleaned after the previous flight, it's dirt from a few months. Terrible food - cold and pale toast with ham. Cabin crew okay. I would like to say: never again, but I have to return with them",negative
374," Doncaster to Menorca. I'm a very scared flyer and the pilots were amazing. They explained the route and weather conditions, and why and when the Aircraft would be turning to approach for landing. I'm really worried about the different noises in the plane and the reassurance from the pilots really made a difference. Very impressed. Thank you.",positive
375,Rhodes to Dublin. On way back we stood in line for 2 hours to check in. Then again for hour for security check. Then probably another hour for passport control before boarding. We were three hours early but flight ended up an hour late. Elderly and disabled stood for 3 hours.,negative
378,Manchester to Phuket. Very disappointed with TUI. Long Haul Flight Only includes no check in luggage. 7kg hand luggage is the only allowance included in advertised cost. It is then £35 each way for up to 20kg. It is then £16 to choose a seat. The check in is very long process. Waited 1hr 40 minutes as only 2 desks open for economy. No one checked my hand luggage for size and weight so their policy is void therefore a money making misleading scam. On board the staff were brash and let’s say tired looking shouting out “prosseco £20 Prosecco £20” Entertainment was laughable. Hardly anything to watch. Food mediocre. Toilets! Obviously not checked as smell of urine was strong and tissue not replenished. The whole experience was way below par. Never again.,negative
379," Birmingham to Cancun. Had a great flight, the cabin crew were very helpful and looked after us throughout the flight.  It was a great start to our holidays and am looking forward to our return flight",positive
381,"Lanzarote to Birmingham. Great flight with TUI. Served lovely snacks, and had great in-flight deals. This is the second time I've flown with TUI, the first in December 2017 to Fuerteventura (also from BHX). Pilot gave us speeches, and handled the take-off and landing pretty well. I would definitely recommend it to other people wanting to travel to the Canaries. Unfortunately no wifi, but that may be the type of aircraft I flew.",positive
382,"Boa Vista to Manchester. I cannot praise TUI flight staff high enough either going out to Boa Vista on 31st Jan 2018 or coming back on 7th Jan. They were all so polite and friendly and nothing was too much trouble and certainly helped the long flight pass. On the way out a passenger took ill and this was dealt with efficiently and very calmly and the only reason we new about it was because a doctor was sitting in front of us and was asked for his help. I have difficulty walking so had ordered a wheelchair from the cabin to the baggage collection which didn't turn up and the whole crew waited with me and my family until it came, despite me telling them to go home they all refused, even the captain. Tui should be proud of having such exceptional staff managing their planes and dedication to looking after the passengers. I have booked holidays with Tui many times and they are always our preferred choice and will remain so.",positive
384,"Bristol to Orlando Sanford. We have been travelling to Florida for many years but have been using TUI exclusively over the last few visits for the following reasons. They use Orlando Sanford which our preferred airport to arrive and depart from due to its size and speed to travel through. The planes they use are relatively new against Virgin 747s (Over 30 years old) and BA 777 (20 plus years old). Leg room is generous for economy. Flights are generally on time, with the last visit in September 2018, both flights pushed back early. The food is okay for airline fare, with plenty of drink runs by the crew. Overall we have been very happy with TUI (and its predecessor Britannia) and will probably look to book with them again on our next visit. Well done TUI.",positive
385,Manchester to Cancun. The flight was great with no delays on either of the flights! The in flight entertainment had loads of films to watch as well as TV shows and a variety of games. The meals were great and lots of them and we even got complementary drinks and food too. Cabin crew really friendly and a good environment to spend a 11 hour flight in and really comfy as well. Definitely recommend!,positive
386, East Midlands to Orlando Sanford. The service was excellent. It was our first time flying from East Midlands and with TUI and both were exceptional. The cabin crew staff couldn’t do enough for us. The legroom was excellent. Choice of entertainment excellent and food was good too.,positive
387,Ibiza to Bristol. Delayed about 1 hour. Bristol airport baggage information out of service. Baggage delivered about 1 hour after flight arrived and after other flights arrived. Not accepted.,negative
388," After stupidly leaving our passports two hours away, the TUI staff at Heraklion airport Greece were extremely helpful. Thanks to them, we made it on to the plane only to be greeted by a great duo who brought us lunch on board after hearing about our bad day! Wonderful experience of Tui and would happily fly with them again.",positive
390,Gatwick to Liberia. Following a 24 hour delay because the TUI engineer could not replace a windscreen wiper quick enough led to me and my new wife missing ultimately 2 days from our honeymoon. Following advice I contacted the after travel claim line to receive the compensation I am entitled to under law. Following numerous emails to the designated address (yes I have read receipts set up) I have not even had an acknowledgment of my emails. It is an absolutely shocking service from a so called trusted provider. An absolute joke. I would highly recommend looking at other holiday providers as this is not the first time Tui have delayed me and let me down. Shocked and appalled by a clear ignorant brand who don’t look after their customers after they have spent good money.,negative
391,"Aberdeen to Corfu  return. Temp was too cold, snack choice was rubbish. Even though we had a disabled child, and made this clear at booking, we were still at A and B seats (so had to sit with another person not in our party on the isle seat) meaning that every time my daughter needed the toilet or anything, we had to ask the man to move. He was very impatient and by the time we were on a return flight, we were forced to move seats, sitting separately. Really late boarding by over 1.5 Hours, departure area is terrible at Corfu Airport, so very very uncomfortable there, and there is no airport lounge. Food very expensive. Arrivrd back at Aberdeen in the early hours, too late to drive home, so had to spend night at airport. Airline staff OK but not very friendly or helpful, didn't listen to what was ordered. Would never book with TUI ever again.",negative
393,"Flight to Cancun, cabin premium. Evening check in of baggage at LGW is helpful if staying overnight at the airport and was easily done. As part of their premium package they include premium security passes and lounge access, security was quick, the No 1 traveller lounge was busy but fine for quick snack. The aircraft was only 4 months old so was clean and well presented. Welcome drinks offered shortly after priority boarding and Rituals amenity pack handed out. On time departure. The inflight service as a whole was very good, bar service after take off and menu choices taken crew very attentive with a real can do attitude. The first meal was nicely presented with main course brought out separately after started finished. Good inflight movies etc and regular bar services during flight for those that wanted it. A tasty afternoon tea was served prior to landing with sandwiches, Victoria sponge cake and scone/roddas clotted cream. The first officer made announcements during the flight which being both a day and leisure flight was a nice touch. Baggage off belt quickly. A very good flight. I have to conclude by saying that holding a high tier status with our flag carrier, they were the alternative consideration. However, having flown with them regularly, they would not have emulated the service TUI provided in their premium economy cabin and a 20 year old 777 would have struggled to compete with the Dreamliner!",positive
396," Birmingham to Malaga. Check-in for the flight was extremely chaotic and disorganised. Queuing barriers were arranged near escalators causing unnecessary congestion and confusion amongst passengers. Airline staff were no where to be seen to offer assistance and guidance to passengers. Boarding seemed to go smoothly however this was probably because the Cabin Crew were not asking to see boarding passes. My seat was uncomfortable and unsupportive due to the padding being worn out. Food and drinks were very expensive (even at airline prices) so would recommend you buy in the airport before the flight. The in charge crew member was putting on some silly voice whilst making announcements which literally made me cringe and squirm in my seat. My seat area and tray table were filthy and the aircraft looked as though it had not been cleaned properly in a while e.g. large clumps of dust around air vents etc. Some of my travelling party are former cabin crew and spotted numerous things that the crew were not doing e.g. not checking boarding passes? How do you know who is getting on the plane. Noticed a crew member not allowing passengers to put their bags in emergency equipment compartments however then noticed the same crew member shoving her own shoes, coat and toiletries bags in the same area? Crew in general seemed very complacent when going about their duties.",negative
398,"Gatwick to Las Palmas.  The customer experience made Ryanair look like a 5 star airline. Recently tried to fly with TUI to take my partner on holiday and get engaged. Unable to check in online for an unknown reason. Arrived at the airport check in area later than planned due to traffic, but on time according to the terms and conditions on the ticket. I was concerned about the length of the queue so sought assistance from a member of staff in Tui branding at the self check in desks, explained the situation and she checked flight times etc and told me we had plenty of time and to queue. After queuing I was told they had now closed the flight (while we were queuing) and we couldn’t board. I then had to run around the airport to find another flight. TUI’s customer services teams response, computer says no issues (effectively we can’t be bothered to investigate because we don’t want to have to compensate you) and the airport staff don’t work for us so we do my care (despite then wearing our branding). We flew with Tui on the return flight so I can review the flight experience which was nothing special.",negative
399,"Flew London Gatwick to Cancun. TUI should stick to short haul - they obviously have no experience of managing long haul. Apart from messing up our extra legroom seats, we then had to pay to 'downgrade' to get seats together. This was an 8-10 hour flight, but the facilities and food were atrocious - the cheapest, disposable, plastic earphones were totally unsuited to listening to a film - we both gave up. The quality of food served was on a par with airline food 30 year's ago - plastic chicken served going out and same on return. There are absolutely no frills whatsoever despite high prices. There is no comparison with recognised long haul carriers such as Virgin, Emirates, BA etc. This is short haul behaviour at long haul costs, with the added issue of paying to sit together (a Ryanair Scam). Dreamliner? Nightmare liner would be more apt.",negative
400,"Stockholm to Amsterdam. I booked a flight with Norwegian Airlines, and then rescheduled the flight for an additional fee/balance of ticket prices. That flight was then cancelled, so I requested a refund (because rescheduling was ""broken"" on their app). They only refunded me the fee I paid to reschedule the flight. It is impossible to contact them. I tried going through the claim form only to be told to call the number. I have called the number numerous times, only to be put on hold indefinitely. I have tried emailing only for it to bounce back. I have tried to email them FEEDBACK, and even their website is broken. I have been scammed of 110 euros. DO NOT book Norweigan airlines. They will just send you in circles.",negative
401," My flight was cancelled by this airline due to COVID. Their system automatically selected that I use cash points instead of a refund. Later to find out this airline cancelled all international flights to and from the US. I live in the US which make these points useless if I ever go to Europe. I tried to call them by phone; however, since they cancelled all their hubs within the US they closed down shop and its impossible to reach them directly. You can reach them by submitting a ticket but that is ineffective and they use their policy as a means of not paying you back for something out of your control. This company is terrible. All I wanted was either to get my money back or provide some sort of credit to a company within the US I could use but they do not look out for their customers. ",negative
403,"Norwegian Air sold me a ticket i May 2022 for a flight from the US to London, then cancelled it. They said they would give me points for a later flight, then months later they cancelled all flights from the US to Europe, making my points virtually useless unless I travelled to Europe to use them there. Contacting their customer support is very difficult in the US now, since they no longer operate here and the customer service line is international, which caused me to incur even more costs. They refused to refund me, extend my points, help me find a cheap way to Europe to use the points.",negative
404,"Both flights were with same B737-800, going to RVN was on time, on the return flight we had 40 minutes delay due to airport closure. Boarding was done with zone system; stuff were easy going not creating problems with passengers carrying larger carry-ons. In flight service on menu buy items. Overall very good for low cost airline. Ticket cost considerably lower than Finnair’s",positive
405,"As I started to read through these reviews I felt more and more angry as the same issues were happening with me. Had flights scheduled in October 2020 which got cancelled due to the pandemic. We were automatically given Cashpoints which we did not want. Now they no longer fly to/from the United States so I asked for a refund so I can actually use the tickets I purchased. I have now gotten their boiler plate email response twice, like others have attached photos of. This is ridiculous and their customer service is awful. Like others have said, they have stolen our money and have no plans for us to fly with them.",negative
406,"Flew Copenhagen – Stockholm 31/8-2021 on a Boeing 373. First time in life, that used Norwegian. Eventless flight, almost boring. However, this is an indirect indicator that everything functioned well. No stress in any process. Easy to book, pay and fly. Check-in easy and several options are given. Took less than a Minute at airport check-in counter to get my Boarding Pass. Generous hand-luggage allowance. No rigid luggage weighing and checks. Smooth boarding and dis-embarking via jet-bridge in both airports. Aircraft clean and staff alert, operational, and kind. Only half load. Departure early, and aircraft arrived 15 minutes ahead of scheduled time. Catering onboard was effective, though consumption is pricey. Announcements clear and timely. WiFi onboard working - apart from a single glitch. The ticket was inexpensive, less than 60 USD. Can’t fault anything, as good as it gets for LCCs, actually it felt like travelling with a fully recognised legacy carrier.",positive
407,"Flight was cancelled due to Coronavirus. After 9 months of being lied to over a promised cash refund, which they had stated would be paid to me, they filed all these transatlantic flights under a liquidation and offered 1% cash refunds on them. Utter frauds and liars on the numerous times I was in contact with them too. They led over 30,000 passengers on the same path, in the full knowledge they would not refund them and file for liquidation.",negative
408," I had a flight cancelled during the pandemic and requested a refund and they gave me cash points instead. Now I have been informed they are no longer doing long haul flight. which now makes my cash points useless due to living in the US. Now they refuse to give refunds saying that I agreed when I was given the cash points I gave up the right to a refund. The fact is they turned my requested refund to cash points without my approval. Now I know why, they never intended for any of the US flights to be refunded based on what I am reading on other reviews.",negative
409, Oslo to Trondheim. Amazing airline that I highly recommend. Low cost so follow their rules and everything will be fine. The best low cost airline with amazing staff.,positive
410,"This airline does not care about its customers. My family and I were supposed to take the flight from LAX to Barcelona in May of the Covid19 crisis of 2020. Even though our flight was cancelled by the airline we were not given a refund for our almost $2,000 worth of tickets. We were only provided ""cash points"" even though a refund was requested to be used on a future flight. Let me tell you, there are absolutely no flights scheduled from LAX to Barcelona for the foreseeable future. Do not book Norwegian Air!",negative
411,"My flight with Norwegian was booked for 22 May, but I had to cancel it due to Covid-19. Originally they told me I would be given 'Cash Points' for use against a future flight. After months of pursuing them for my Cash Points (their on-line claim system did not work) I finally received an email saying that Cash Points were not being given on internal flights, so no refund would be made apart from taxes. I had other internal flights in Norway booked with SAS. I also had to cancel these. Full credit voucher given within 24 hours for use in next two year. Norwegian - take some lessons in customer care.",negative
412,"My husband and I booked a trip to Paris for March 2020 that got canceled due to COVID-19. The original booking was made the year before months in advance on a credit card. By the time the trip arrived, we had paid off this card and canceled it on good terms. Once we received the email from Norwegian that our flight was canceled, we called to look into a refund or credit. Not only did it take two weeks to get someone on the phone, but by the time we did, a credit was not an option for them. We explained we used a credit card we no longer had; the customer service agent said, ""We can't even confirm that was your card in the first place.""  She later said, "" the best we can do is push out the trip as late as August."" Okay, and my response was, and if COVID-19 is still blocking travel, then what? Sure enough, travel ban still in place, and I took her advice and tried re-booking it in this weird musical chairs nonsense and could not get through. Now the time has passed, and my husband and I are out almost two thousand dollars. Would it have killed them to extend a flight voucher for a later date?",negative
413,"We booked way back but guessed it would be cancelled due to covid. 4th July recieved notification of cancelled flight 5th July, completed the on line form for a full refund, 7th July full refund received. I can only guess that those complaining tried to obtain the refund by phone.  If they survive, I will have no hesitation in booking for Miami next year. Other airlines need to see how Norwegian deal with things and follow.",positive
414,Still waiting for full refund a full 4 months after they cancelled in April due to coronavirus. Customer relations department does not respond to any requests for information or updates.,negative
415,"Norwegian changed our return ticket 1 day after arriving on Crete and removed 3 days of holiday. From 10 to 7 days holiday and even though there were several other flights we could have taken the same day as we were supposed to go they just didn't care and just presented us with a gun-to-the-head policy, where we either could choose to stay in Crete or go back 3 days earlier. The kids who had their first real holiday in years are devastated. And just for the record - I had already contacted Norwegian several times before to be sure there were no issues with our tickets in these corona times.",negative
416,"I bought a premium flex ticket so should have no reason not to get a full refund for a cancelled flight. I was expecting to fly on July 8, 2020 but cancelled due to Covid. I am still not getting refunded and called 3 times already and filed a claim with the airline but still not receiving my refund. They keep telling me to wait but it is taking too long.",negative
417,Norwegian cancelled my ticket because of covid-19 what is fully acceptable. I ask for full refund they writed me that it will take around 2-3 weeks to get my money back. After 3 weeks they sent me the same email to fill the same form to apply for money refund. I'm waiting almost 7 weeks. I call the service they told me just wait or choose a new flight instead.,negative
418," Norwegian's website is as clear as mud. They  make it very difficult to find answers or contact them directly. I spent about an hour trying to figure out how to cancel my flight in June due to the pandemic. You'd think this process would be clear and featured given the current state of affairs. I found something that mentioned you have to cancel the flight, then apply for a refund. It was not specific. I cancelled the flight and then could not figure out how to file a claim. Come to find out, I had to wait to see if they canceled the flight. Now I have no recourse in getting my money back, even if they do cancel the flight. ",negative
419,"Gatwick to New York in June 2020. I would like to cancel my trip due to COVID-19, but Norwegian is offering cash points instead of a refund. Even without the pandemic I wasn't sure how long it would be until I got the chance to travel internationally again, but now with the virus my next flight is even more up in the air and I'd hate for $300 worth of cash points to just be sitting in my account for years. Calling is to no avail and there isn't an email that I can find for me to contact. This is very inconvenient for me and my family.",negative
420,"I called the booking site ""FlyFar"" today and allegedly the agents have been requesting refunds from Norwegian since last month. They are offering travel credits to fly by Dec. 31st 2020, when we do not even know when COVID-19 will end to make sure it is safe for us to fly. They refuse to process flights for those us who have been extremely inconvenienced by this COVID-19.",negative
